Month,In_Out,Australian_City,International_City,Airline,Route,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num
Dec-18,O,Melbourne,Denpasar,Qantas Airways,MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,27,3877,2018,12
Dec-18,O,Melbourne,Denpasar,Malindo Air,MEL-DPS-KUL,Indonesia,SE Asia,Malaysia,SE Asia,0,31,5022,2018,12
Dec-18,O,Melbourne,Denpasar,Jetstar,MEL-SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,1,9,3015,2018,12
Dec-18,O,Melbourne,Denpasar,Jetstar,SYD-MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,4,1340,2018,12
Dec-18,O,Melbourne,Doha,Qatar Airways,MEL-DOH,Qatar,Middle East,Qatar,Middle East,0,31,16027,2018,12
Dec-18,O,Melbourne,Dubai,Emirates,MEL-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,30375,2018,12
Dec-18,O,Melbourne,Dubai,Emirates,MEL-SIN-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,15882,2018,12
Dec-18,O,Melbourne,Guangzhou,China Southern Airlines,MEL-CAN,China,NE Asia,China,NE Asia,0,81,22842,2018,12
Dec-18,O,Melbourne,Haikou,Hainan Airlines,MEL-HAK,China,NE Asia,China,NE Asia,0,5,1479,2018,12
Dec-18,O,Melbourne,Hangzhou,Xiamen Airlines,MEL-HGH-XMN,China,NE Asia,China,NE Asia,0,9,2115,2018,12
Dec-18,O,Melbourne,Ho Chi Minh City,Jetstar,MEL-SGN,Vietnam,SE Asia,Vietnam,SE Asia,0,14,4690,2018,12
Dec-18,O,Melbourne,Ho Chi Minh City,Vietnam Airlines,MEL-SGN,Vietnam,SE Asia,Vietnam,SE Asia,0,31,9455,2018,12
Dec-18,O,Melbourne,Hong Kong,Cathay Pacific Airways,MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,93,27900,2018,12
Dec-18,O,Melbourne,Hong Kong,Qantas Airways,MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,8200,2018,12
Dec-18,O,Melbourne,Hong Kong,Virgin Australia,MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,8525,2018,12
Dec-18,O,Melbourne,Honolulu,Jetstar,MEL-HNL,USA,N America,USA,N America,0,14,4690,2018,12
Dec-18,O,Melbourne,Jakarta,Garuda Indonesia,MEL-JKT,Indonesia,SE Asia,Indonesia,SE Asia,0,22,5529,2018,12
Dec-18,O,Melbourne,Kuala Lumpur,AirAsia X,AVV-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,54,20358,2018,12
Dec-18,O,Melbourne,Kuala Lumpur,Malindo Air,MEL-DPS-KUL,Malaysia,SE Asia,Malaysia,SE Asia,1,31,5022,2018,12
Dec-18,O,Melbourne,Kuala Lumpur,AirAsia X,MEL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,9,3393,2018,12
Dec-18,O,Melbourne,Kuala Lumpur,Malaysia Airlines,MEL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,62,17980,2018,12
Dec-18,O,Melbourne,London,Qantas Airways,MEL-PER-LON,UK,Europe,UK,Europe,1,31,6861,2018,12
Dec-18,O,Melbourne,Los Angeles,Qantas Airways,MEL-LAX,USA,N America,USA,N America,0,38,16159,2018,12
Dec-18,O,Melbourne,Los Angeles,United Airlines,MEL-LAX,USA,N America,USA,N America,0,31,7812,2018,12
Dec-18,O,Melbourne,Los Angeles,Virgin Australia,MEL-LAX,USA,N America,USA,N America,0,23,7797,2018,12
Dec-18,O,Melbourne,Manila,Cebu Pacific Air,MEL-MNL,Philippines,SE Asia,Philippines,SE Asia,0,13,5668,2018,12
Dec-18,O,Melbourne,Manila,Philippine Airlines,MEL-MNL,Philippines,SE Asia,Philippines,SE Asia,0,31,9285,2018,12
Dec-18,O,Melbourne,Nadi,Fiji Airways,MEL-NAN,Fiji,Islands,Fiji,Islands,0,31,5131,2018,12
Dec-18,O,Melbourne,Nadi,Virgin Australia,MEL-NAN,Fiji,Islands,Fiji,Islands,0,18,3168,2018,12
Dec-18,O,Melbourne,New Delhi,Air India,MEL-DEL,India,S Asia,India,S Asia,0,14,3584,2018,12
Dec-18,O,Melbourne,Noumea,Air Caledonie,MEL-NOU,New Caledonia,Islands,New Caledonia,Islands,0,14,2260,2018,12
Dec-18,O,Melbourne,Phuket,Jetstar,MEL-HKT,Thailand,SE Asia,Thailand,SE Asia,0,17,5695,2018,12
Dec-18,O,Melbourne,Qingdao,Beijing Capital Airlines,MEL-TAO,China,NE Asia,China,NE Asia,0,13,2886,2018,12
Dec-18,O,Melbourne,Queenstown,Air New Zealand,MEL-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,27,4467,2018,12
Dec-18,O,Melbourne,Queenstown,Jetstar,MEL-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,29,5388,2018,12
Dec-18,O,Melbourne,Queenstown,Virgin Australia,MEL-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,17,2992,2018,12
Dec-18,O,Melbourne,San Francisco,Qantas Airways,MEL-SFO,USA,N America,USA,N America,0,14,3301,2018,12
Dec-18,O,Melbourne,Santiago,LATAM Airlines,MEL-SCL,Chile,S America,Chile,S America,0,13,3900,2018,12
Dec-18,O,Melbourne,Shanghai,Air China,MEL-SHA,China,NE Asia,China,NE Asia,0,16,4208,2018,12
Dec-18,O,Melbourne,Shanghai,China Eastern Airlines,MEL-SHA,China,NE Asia,China,NE Asia,0,62,16750,2018,12
Dec-18,O,Melbourne,Shenzhen,China Southern Airlines,MEL-SZX,China,NE Asia,China,NE Asia,0,13,3666,2018,12
Dec-18,O,Melbourne,Singapore,Jetstar,MEL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,7,2345,2018,12
Dec-18,O,Melbourne,Singapore,Qantas Airways,MEL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,60,23221,2018,12
Dec-18,O,Melbourne,Singapore,Scoot Tigerair,MEL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,31,11625,2018,12
Dec-18,O,Melbourne,Singapore,Singapore Airlines,MEL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,123,37632,2018,12
Dec-18,O,Melbourne,Singapore,Emirates,MEL-SIN-DXB,Singapore,SE Asia,United Arab Emirates,Middle East,0,31,15882,2018,12
Dec-18,O,Melbourne,Singapore,Singapore Airlines,WLG-MEL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,18,4788,2018,12
Dec-18,O,Melbourne,Taipei,China Airlines,MEL-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,14,5012,2018,12
Dec-18,O,Melbourne,Tokyo,Jetstar,MEL-CNS-TYO,Japan,NE Asia,Japan,NE Asia,1,4,1340,2018,12
Dec-18,O,Melbourne,Tokyo,Jetstar,MEL-OOL-TYO,Japan,NE Asia,Japan,NE Asia,1,2,670,2018,12
Dec-18,O,Melbourne,Tokyo,Japan Airlines,MEL-TYO,Japan,NE Asia,Japan,NE Asia,0,31,4991,2018,12
Dec-18,O,Melbourne,Tokyo,Qantas Airways,MEL-TYO,Japan,NE Asia,Japan,NE Asia,0,31,9161,2018,12
Dec-18,O,Melbourne,Vancouver,Air Canada,MEL-YVR,Canada,N America,Canada,N America,0,18,5346,2018,12
Dec-18,O,Melbourne,Wellington,Air New Zealand,MEL-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,30,4983,2018,12
Dec-18,O,Melbourne,Wellington,Qantas Airways,MEL-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5394,2018,12
Dec-18,O,Melbourne,Wellington,Qantas Airways,MEL-WLG-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,1,174,2018,12
Dec-18,O,Melbourne,Wellington,Singapore Airlines,SIN-MEL-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,18,4788,2018,12
Dec-18,O,Melbourne,Xiamen,Xiamen Airlines,MEL-HGH-XMN,China,NE Asia,China,NE Asia,1,9,2115,2018,12
Dec-18,O,Melbourne,Xiamen,Xiamen Airlines,MEL-XMN,China,NE Asia,China,NE Asia,0,12,2820,2018,12
Dec-18,O,Melbourne,Xi'an,Hainan Airlines,MEL-XIY,China,NE Asia,China,NE Asia,0,9,2400,2018,12
Dec-18,O,Newcastle,Auckland,Virgin Australia,NTL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,12,2112,2018,12
Dec-18,O,Perth,Auckland,Air New Zealand,PER-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,43,12572,2018,12
Dec-18,O,Perth,Bangkok,Thai Airways International,PER-BKK,Thailand,SE Asia,Thailand,SE Asia,0,31,9114,2018,12
Dec-18,O,Perth,Christchurch,Air New Zealand,PER-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,6,1666,2018,12
Dec-18,O,Perth,Denpasar,Batik Air Indonesia,PER-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,50,9000,2018,12
Dec-18,O,Perth,Denpasar,Garuda Indonesia,PER-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,31,7817,2018,12
Dec-18,O,Perth,Denpasar,Indonesia AirAsia,PER-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,93,16740,2018,12
Dec-18,O,Perth,Denpasar,Jetstar,PER-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,62,11370,2018,12
Dec-18,O,Perth,Denpasar,Jetstar,PER-DPS-SIN,Indonesia,SE Asia,Singapore,SE Asia,0,31,5682,2018,12
Dec-18,O,Perth,Doha,Qatar Airways,PER-DOH,Qatar,Middle East,Qatar,Middle East,0,31,16027,2018,12
Dec-18,O,Perth,Dubai,Emirates,PER-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,26190,2018,12
Dec-18,O,Perth,Guangzhou,China Southern Airlines,PER-CAN,China,NE Asia,China,NE Asia,0,22,6207,2018,12
Dec-18,O,Perth,Hong Kong,Cathay Pacific Airways,PER-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,44,11955,2018,12
Dec-18,O,Perth,Jakarta,Garuda Indonesia,PER-JKT,Indonesia,SE Asia,Indonesia,SE Asia,0,22,3564,2018,12
Dec-18,O,Perth,Johannesburg,South African Airways,PER-JNB,South Africa,Africa,South Africa,Africa,0,31,8242,2018,12
Dec-18,O,Perth,Kota Kinabalu,Malaysia Airlines,PER-BKI,Malaysia,SE Asia,Malaysia,SE Asia,0,5,800,2018,12
Dec-18,O,Perth,Kuala Lumpur,AirAsia X,PER-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,49,18473,2018,12
Dec-18,O,Perth,Kuala Lumpur,Malaysia Airlines,PER-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,53,9650,2018,12
Dec-18,O,Perth,Kuala Lumpur,Malindo Air,PER-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,60,10404,2018,12
Dec-18,O,Perth,London,Qantas Airways,MEL-PER-LON,UK,Europe,UK,Europe,0,31,6861,2018,12
Dec-18,O,Perth,Mauritius,Air Mauritius,PER-MRU,Mauritius,Africa,Mauritius,Africa,0,13,3601,2018,12
Dec-18,O,Perth,Singapore,Jetstar,PER-DPS-SIN,Singapore,SE Asia,Singapore,SE Asia,1,31,5682,2018,12
Dec-18,O,Perth,Singapore,Qantas Airways,PER-SIN,Singapore,SE Asia,Singapore,SE Asia,0,37,9333,2018,12
Dec-18,O,Perth,Singapore,Scoot Tigerair,PER-SIN,Singapore,SE Asia,Singapore,SE Asia,0,40,14106,2018,12
Dec-18,O,Perth,Singapore,Singapore Airlines,PER-SIN,Singapore,SE Asia,Singapore,SE Asia,0,124,36518,2018,12
Dec-18,O,Port Hedland,Denpasar,Virgin Australia,PHE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,5,880,2018,12
Dec-18,O,Sydney,Abu Dhabi,Etihad Airways,SYD-AUH,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,29044,2018,12
Dec-18,O,Sydney,Apia,Samoa Airways,SYD-APW,Western Samoa,Islands,Western Samoa,Islands,0,10,1700,2018,12
Dec-18,O,Sydney,Apia,Virgin Australia,SYD-APW,Western Samoa,Islands,Western Samoa,Islands,0,13,2288,2018,12
Dec-18,O,Sydney,Auckland,Air New Zealand,SYD-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,168,43697,2018,12
Dec-18,O,Sydney,Auckland,Jetstar,SYD-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,33,6102,2018,12
Dec-18,O,Sydney,Auckland,Qantas Airways,SYD-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,157,33110,2018,12
Dec-18,O,Sydney,Auckland,Virgin Australia,SYD-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,76,13376,2018,12
Dec-18,O,Sydney,Auckland,LATAM Airlines,SYD-AKL-SCL,New Zealand,New Zealand,Chile,S America,0,31,9300,2018,12
Dec-18,O,Sydney,Auckland,Qantas Airways,SYD-AKL-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,1,174,2018,12
Dec-18,O,Sydney,Bangkok,Qantas Airways,SYD-BKK,Thailand,SE Asia,Thailand,SE Asia,0,31,8746,2018,12
Dec-18,O,Sydney,Bangkok,Thai Airways International,SYD-BKK,Thailand,SE Asia,Thailand,SE Asia,0,31,11625,2018,12
Dec-18,O,Sydney,Bangkok,Emirates,SYD-BKK-DXB,Thailand,SE Asia,United Arab Emirates,Middle East,0,31,15393,2018,12
Dec-18,O,Sydney,Beijing,Air China,SYD-BJS,China,NE Asia,China,NE Asia,0,31,8990,2018,12
Dec-18,O,Sydney,Beijing,Qantas Airways,SYD-BJS,China,NE Asia,China,NE Asia,0,22,5562,2018,12
Dec-18,O,Sydney,Beijing,China Eastern Airlines,SYD-HGH-BJS,China,NE Asia,China,NE Asia,1,13,2990,2018,12
Dec-18,O,Sydney,Beijing,China Eastern Airlines,SYD-NKG-BJS,China,NE Asia,China,NE Asia,1,13,2990,2018,12
Dec-18,O,Sydney,Changsha,Hainan Airlines,SYD-CSX,China,NE Asia,China,NE Asia,0,9,2259,2018,12
Dec-18,O,Sydney,Chengdu,Air China,SYD-CTU,China,NE Asia,China,NE Asia,0,12,3480,2018,12
Dec-18,O,Sydney,Chongqing,Sichuan Airlines,SYD-CKG,China,NE Asia,China,NE Asia,0,7,1715,2018,12
Dec-18,O,Sydney,Christchurch,Emirates,DXB-SYD-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,31,15996,2018,12
Dec-18,O,Sydney,Christchurch,Air New Zealand,SYD-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,52,8591,2018,12
Dec-18,O,Sydney,Christchurch,Jetstar,SYD-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,22,4068,2018,12
Dec-18,O,Sydney,Christchurch,Qantas Airways,SYD-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5394,2018,12
Dec-18,O,Sydney,Christchurch,Virgin Australia,SYD-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,15,2640,2018,12
Dec-18,O,Sydney,Dallas,Qantas Airways,SYD-DFW,USA,N America,USA,N America,0,31,15004,2018,12
Dec-18,O,Sydney,Denpasar,Jetstar,MEL-SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,9,3015,2018,12
Dec-18,O,Sydney,Denpasar,Garuda Indonesia,SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,31,7932,2018,12
Dec-18,O,Sydney,Denpasar,Jetstar,SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,22,7370,2018,12
Dec-18,O,Sydney,Denpasar,Qantas Airways,SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,31,6080,2018,12
Dec-18,O,Sydney,Denpasar,Virgin Australia,SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,42,7392,2018,12
Dec-18,O,Sydney,Denpasar,Jetstar,SYD-MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,1,4,1340,2018,12
Dec-18,O,Sydney,Doha,Qatar Airways,CBR-SYD-DOH,Qatar,Middle East,Qatar,Middle East,0,30,10740,2018,12
Dec-18,O,Sydney,Doha,Qatar Airways,SYD-DOH,Qatar,Middle East,Qatar,Middle East,0,32,16385,2018,12
Dec-18,O,Sydney,Dubai,Emirates,CHC-SYD-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,15996,2018,12
Dec-18,O,Sydney,Dubai,Emirates,SYD-BKK-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,15393,2018,12
Dec-18,O,Sydney,Dubai,Emirates,SYD-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,26147,2018,12
Dec-18,O,Sydney,Fuzhou,Xiamen Airlines,SYD-FOC,China,NE Asia,China,NE Asia,0,13,3068,2018,12
Dec-18,O,Sydney,Guangzhou,China Southern Airlines,SYD-CAN,China,NE Asia,China,NE Asia,0,62,24459,2018,12
Dec-18,O,Sydney,Haikou,Hainan Airlines,SYD-HAK,China,NE Asia,China,NE Asia,0,8,2275,2018,12
Dec-18,O,Sydney,Hangzhou,China Eastern Airlines,SYD-HGH-BJS,China,NE Asia,China,NE Asia,0,13,2990,2018,12
Dec-18,O,Sydney,Hanoi,Vietnam Airlines,SYD-HAN,Vietnam,SE Asia,Vietnam,SE Asia,0,14,3836,2018,12
Dec-18,O,Sydney,Ho Chi Minh City,Jetstar,SYD-SGN,Vietnam,SE Asia,Vietnam,SE Asia,0,13,4355,2018,12
Dec-18,O,Sydney,Ho Chi Minh City,Vietnam Airlines,SYD-SGN,Vietnam,SE Asia,Vietnam,SE Asia,0,31,8494,2018,12
Dec-18,O,Sydney,Hong Kong,Cathay Pacific Airways,SYD-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,124,39370,2018,12
Dec-18,O,Sydney,Hong Kong,Qantas Airways,SYD-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,60,22145,2018,12
Dec-18,O,Sydney,Hong Kong,Virgin Australia,SYD-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,8525,2018,12
Dec-18,O,Sydney,Honolulu,Hawaiian Airlines,SYD-HNL,USA,N America,USA,N America,0,31,8587,2018,12
Dec-18,O,Sydney,Honolulu,Jetstar,SYD-HNL,USA,N America,USA,N America,0,21,7035,2018,12
Dec-18,O,Sydney,Honolulu,Qantas Airways,SYD-HNL,USA,N America,USA,N America,0,22,8007,2018,12
Dec-18,O,Sydney,Houston,United Airlines,SYD-IAH,USA,N America,USA,N America,0,31,7812,2018,12
Dec-18,O,Sydney,Jakarta,Garuda Indonesia,SYD-JKT,Indonesia,SE Asia,Indonesia,SE Asia,0,24,5980,2018,12
Dec-18,O,Sydney,Jakarta,Qantas Airways,SYD-JKT,Indonesia,SE Asia,Indonesia,SE Asia,0,26,6806,2018,12
Dec-18,O,Sydney,Johannesburg,Qantas Airways,SYD-JNB,South Africa,Africa,South Africa,Africa,0,29,10523,2018,12
Dec-18,O,Sydney,Kuala Lumpur,AirAsia X,SYD-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,59,22243,2018,12
Dec-18,O,Sydney,Kuala Lumpur,Malaysia Airlines,SYD-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,62,17904,2018,12
Dec-18,O,Sydney,Kunming,China Eastern Airlines,SYD-KMG,China,NE Asia,China,NE Asia,0,13,3016,2018,12
Dec-18,O,Sydney,London,British Airways,SYD-SIN-LON,UK,Europe,UK,Europe,1,31,9207,2018,12
Dec-18,O,Sydney,London,Qantas Airways,SYD-SIN-LON,UK,Europe,UK,Europe,1,31,15004,2018,12
Dec-18,O,Sydney,Los Angeles,American Airlines,SYD-LAX,USA,N America,USA,N America,0,31,8804,2018,12
Dec-18,O,Sydney,Los Angeles,Delta Air Lines,SYD-LAX,USA,N America,USA,N America,0,31,9021,2018,12
Dec-18,O,Sydney,Los Angeles,Qantas Airways,SYD-LAX,USA,N America,USA,N America,0,6,2903,2018,12
Dec-18,O,Sydney,Los Angeles,United Airlines,SYD-LAX,USA,N America,USA,N America,0,31,7812,2018,12
Dec-18,O,Sydney,Los Angeles,Virgin Australia,SYD-LAX,USA,N America,USA,N America,0,31,10509,2018,12
Dec-18,O,Sydney,Los Angeles,Qantas Airways,SYD-LAX-NYC,USA,N America,USA,N America,0,31,15004,2018,12
Dec-18,O,Sydney,Manila,Cebu Pacific Air,SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,0,28,12208,2018,12
Dec-18,O,Sydney,Manila,Philippine Airlines,SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,0,31,9280,2018,12
Dec-18,O,Sydney,Manila,Qantas Airways,SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,0,31,8288,2018,12
Dec-18,O,Sydney,Nadi,Fiji Airways,SYD-NAN,Fiji,Islands,Fiji,Islands,0,77,16937,2018,12
Dec-18,O,Sydney,Nadi,Jetstar,SYD-NAN,Fiji,Islands,Fiji,Islands,0,23,4260,2018,12
Dec-18,O,Sydney,Nadi,Virgin Australia,SYD-NAN,Fiji,Islands,Fiji,Islands,0,36,6831,2018,12
Dec-18,O,Sydney,Nanjing,China Eastern Airlines,SYD-NKG-BJS,China,NE Asia,China,NE Asia,0,13,2990,2018,12
Dec-18,O,Sydney,New Delhi,Air India,SYD-DEL,India,S Asia,India,S Asia,0,22,5632,2018,12
Dec-18,O,Sydney,New York,Qantas Airways,SYD-LAX-NYC,USA,N America,USA,N America,1,31,7316,2018,12
Dec-18,O,Sydney,Noumea,Air Caledonie,SYD-NOU,New Caledonia,Islands,New Caledonia,Islands,0,17,3362,2018,12
Dec-18,O,Sydney,Noumea,Qantas Airways,SYD-NOU,New Caledonia,Islands,New Caledonia,Islands,0,18,3130,2018,12
Dec-18,O,Sydney,Osaka,Qantas Airways,SYD-OSA,Japan,NE Asia,Japan,NE Asia,0,17,4527,2018,12
Dec-18,O,Sydney,Phuket,Jetstar,SYD-HKT,Thailand,SE Asia,Thailand,SE Asia,0,14,4690,2018,12
Dec-18,O,Sydney,Port Moresby,Air Niugini,SYD-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,10,1500,2018,12
Dec-18,O,Sydney,Port Vila,Air Vanuatu,SYD-VLI,Vanuatu,Islands,Vanuatu,Islands,0,31,5270,2018,12
Dec-18,O,Sydney,Qingdao,Beijing Capital Airlines,SYD-TAO,China,NE Asia,China,NE Asia,0,14,3108,2018,12
Dec-18,O,Sydney,Queenstown,Air New Zealand,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,26,4288,2018,12
Dec-18,O,Sydney,Queenstown,Jetstar,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,28,5196,2018,12
Dec-18,O,Sydney,Queenstown,Qantas Airways,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,40,6741,2018,12
Dec-18,O,Sydney,Queenstown,Virgin Australia,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,28,4928,2018,12
Dec-18,O,Sydney,Rarotonga,Air New Zealand,SYD-RAR,Cook Islands,Islands,Cook Islands,Islands,0,4,1165,2018,12
Dec-18,O,Sydney,San Francisco,Qantas Airways,SYD-SFO,USA,N America,USA,N America,0,27,9794,2018,12
Dec-18,O,Sydney,San Francisco,United Airlines,SYD-SFO,USA,N America,USA,N America,0,31,7779,2018,12
Dec-18,O,Sydney,Santiago,LATAM Airlines,SYD-AKL-SCL,Chile,S America,Chile,S America,1,31,9300,2018,12
Dec-18,O,Sydney,Santiago,Qantas Airways,SYD-SCL,Chile,S America,Chile,S America,0,19,6609,2018,12
Dec-18,O,Sydney,Seoul,Asiana Airlines,SYD-SEL,Korea,NE Asia,Korea,NE Asia,0,31,15345,2018,12
Dec-18,O,Sydney,Seoul,Korean Air,SYD-SEL,Korea,NE Asia,Korea,NE Asia,0,31,12617,2018,12
Dec-18,O,Sydney,Shanghai,Air China,SYD-SHA,China,NE Asia,China,NE Asia,0,13,3315,2018,12
Dec-18,O,Sydney,Shanghai,China Eastern Airlines,SYD-SHA,China,NE Asia,China,NE Asia,0,62,16378,2018,12
Dec-18,O,Sydney,Shanghai,Qantas Airways,SYD-SHA,China,NE Asia,China,NE Asia,0,30,8110,2018,12
Dec-18,O,Sydney,Shenzhen,China Southern Airlines,SYD-SZX,China,NE Asia,China,NE Asia,0,14,3976,2018,12
Dec-18,O,Sydney,Singapore,Singapore Airlines,SYD-CBR-SIN,Singapore,SE Asia,Singapore,SE Asia,1,30,7920,2018,12
Dec-18,O,Sydney,Singapore,Qantas Airways,SYD-SIN,Singapore,SE Asia,Singapore,SE Asia,0,40,10796,2018,12
Dec-18,O,Sydney,Singapore,Scoot Tigerair,SYD-SIN,Singapore,SE Asia,Singapore,SE Asia,0,13,4697,2018,12
Dec-18,O,Sydney,Singapore,Singapore Airlines,SYD-SIN,Singapore,SE Asia,Singapore,SE Asia,0,124,43276,2018,12
Dec-18,O,Sydney,Singapore,British Airways,SYD-SIN-LON,Singapore,SE Asia,UK,Europe,0,31,9207,2018,12
Dec-18,O,Sydney,Singapore,Qantas Airways,SYD-SIN-LON,Singapore,SE Asia,UK,Europe,0,31,15004,2018,12
Dec-18,O,Sydney,Suva,Fiji Airways,SYD-SUV,Fiji,Islands,Fiji,Islands,0,9,1098,2018,12
Dec-18,O,Sydney,Taipei,China Airlines,SYD-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,53,16218,2018,12
Dec-18,O,Sydney,Tianjin,Tianjin Airlines,SYD-CGO-TSN,China,NE Asia,China,NE Asia,1,9,2268,2018,12
Dec-18,O,Sydney,Tokyo,Jetstar,SYD-OOL-TYO,Japan,NE Asia,Japan,NE Asia,1,4,1340,2018,12
Dec-18,O,Sydney,Tokyo,All Nippon Airways,SYD-TYO,Japan,NE Asia,Japan,NE Asia,0,31,7626,2018,12
Dec-18,O,Sydney,Tokyo,Japan Airlines,SYD-TYO,Japan,NE Asia,Japan,NE Asia,0,31,6011,2018,12
Dec-18,O,Sydney,Tokyo,Qantas Airways,SYD-TYO,Japan,NE Asia,Japan,NE Asia,0,31,11260,2018,12
Dec-18,O,Sydney,Tongatapu,Virgin Australia,SYD-TBU,Tonga,Islands,Tonga,Islands,0,9,1584,2018,12
Dec-18,O,Sydney,Toronto,Air Canada,SYD-YVR-YYZ,Canada,N America,Canada,N America,1,31,9268,2018,12
Dec-18,O,Sydney,Vancouver,Qantas Airways,SYD-YVR,Canada,N America,Canada,N America,0,9,3276,2018,12
Dec-18,O,Sydney,Vancouver,Air Canada,SYD-YVR-YYZ,Canada,N America,Canada,N America,0,31,9268,2018,12
Dec-18,O,Sydney,Wellington,Qantas Airways,SYD-AKL-WLG,New Zealand,New Zealand,New Zealand,New Zealand,1,1,174,2018,12
Dec-18,O,Sydney,Wellington,Air New Zealand,SYD-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,50,8267,2018,12
Dec-18,O,Sydney,Wellington,Qantas Airways,SYD-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,63,10961,2018,12
Dec-18,O,Sydney,Wellington,Virgin Australia,SYD-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,22,3872,2018,12
Dec-18,O,Sydney,Wuhan,China Eastern Airlines,SYD-WUH-XIY,China,NE Asia,China,NE Asia,0,14,3220,2018,12
Dec-18,O,Sydney,Xiamen,Xiamen Airlines,SYD-XMN,China,NE Asia,China,NE Asia,0,18,4248,2018,12
